listing_id,split_group,fold
mubawab.ma:content:fe852420397e5f8e451feb4f,g4821,1
mubawab.ma:native:8392075,g2059,2
mubawab.ma:content:f3a490d685a773722fb7c572,g4823,4
mubawab.ma:content:e3c558de0dbe9354292b0505,g4825,3
mubawab.ma:content:316209af43c168ff59f45869,g481,4
mubawab.ma:native:8375784,g4832,2
mubawab.ma:content:94d9ee5599a29ca83b0a2161,g4836,1
mubawab.ma:content:872f0cfb127304853ad49de4,g4838,0
mubawab.ma:native:8358017,g4839,4
mubawab.ma:content:423e74f74704957177a8ce1b,g4840,4
mubawab.ma:content:1df90de652537ef551547b95,g4842,3
mubawab.ma:content:924c9955ad915761d8ec4772,g4843,2
mubawab.ma:content:7c7243d1d59e6975556a9779,g4844,1
mubawab.ma:content:f8ab289da118a23488e9705b,g1676,2
mubawab.ma:content:0886b5e755aa82d5a292ca15,g4846,2
mubawab.ma:content:db23d6332366448d5109f202,g4849,0
mubawab.ma:content:ac11a38c4ce7b41792b65e14,g220,2
mubawab.ma:native:8374679,g4852,4
mubawab.ma:content:79e283d4c85937d99e200481,g4853,3
mubawab.ma:content:725e5760031864ea916d7daa,g4854,2
mubawab.ma:content:5379a895bc17b485ae65ca56,g4855,1
mubawab.ma:content:2d5fc3ccb56f29b7021ed040,g4857,0
mubawab.ma:content:52d4456748beb071e09ba1e9,g4627,3
mubawab.ma:content:344b500d4a1f1420e132a95b,g1291,1
mubawab.ma:content:3067923eaff69858688e1652,g3907,2
mubawab.ma:content:9c3c5dc8e7df476cd3d9adcc,g4309,1
mubawab.ma:content:feab43ec01de598ddeedd8e6,g1616,2
mubawab.ma:content:5ea70e2836c03fa51a67a191,g4645,4
mubawab.ma:native:8185952,g3229,4
mubawab.ma:content:7bc621abbab2e6abc1277790,g4871,2
mubawab.ma:native:8400585,g4875,4
mubawab.ma:native:8361043,g287,4
mubawab.ma:content:10d741854f640ba09331c3bc,g4877,3
mubawab.ma:content:b2d2c651ccb5dbcae92c7d23,g4878,2
mubawab.ma:native:8402109,g4879,1
mubawab.ma:native:8261074,g3300,3
mubawab.ma:content:8b8d1c9a9ff78aae16608ca1,g4882,4
mubawab.ma:content:7945522ddf322e920c5cb9d4,g4883,3
mubawab.ma:content:7383a2af7f3520b9a37812bf,g357,0
mubawab.ma:content:44bf5cd3c4c3c38b38b672e3,g4889,2
mubawab.ma:native:8323822,g371,2
mubawab.ma:content:6c9683890eb257fdf9e74c43,g3676,2
mubawab.ma:native:8098692,g31,4
mubawab.ma:content:cdf0aa8c2ac4ea3a69f5d970,g4896,1
mubawab.ma:content:61b05dab2c4bca7353960190,g202,0
mubawab.ma:native:8387192,g4899,0
mubawab.ma:content:4ba1fde3fc264f22e81e7736,g4903,0
mubawab.ma:content:491931a9cbfa014319621b42,g3897,0
mubawab.ma:content:d099873deb2811322fb823cb,g4906,4
mubawab.ma:native:8371876,g4909,3
mubawab.ma:content:6233912b64c6b35b8744f24d,g4910,3
mubawab.ma:content:b77f4690c5caa963cadc1b3e,g4911,2
mubawab.ma:content:e79f9aeee1714d3b9009e369,g4912,1
mubawab.ma:content:02f1be07b6d21d24d6ad6def,g4913,1
mubawab.ma:content:67adf7d9c8695e1113f9316e,g4914,0
mubawab.ma:native:8394845,g4915,4
mubawab.ma:content:ab45eb08b753e8b299de3bee,g4238,2
mubawab.ma:content:70bea50e064fd6c7a129242a,g2089,3
mubawab.ma:url:a47f47a0021ba8eacb855ad0,g140,3
mubawab.ma:content:ca5ad5193ca7c963e2881f19,g4773,3
mubawab.ma:native:8315196,g2589,3
mubawab.ma:content:7cc11f16dc815dc4a7badb21,g4923,2
mubawab.ma:content:15e15cba1e9c0bf307000490,g4925,2
mubawab.ma:content:f3aff7ed87b24230a6021c75,g4926,3
mubawab.ma:native:8404525,g4928,2
mubawab.ma:content:fc318503543a92979f549acc,g4929,1
mubawab.ma:content:5dcd6a222a1de64bc44fdaa6,g4930,1
mubawab.ma:content:0df43f9db45a23407b6914ad,g4931,4
mubawab.ma:content:848e5af580bbca640595e709,g4933,3
mubawab.ma:content:687191deea4ab5a9c2a2cddb,g4937,2
mubawab.ma:native:8407425,g1231,4
mubawab.ma:native:8294104,g4945,1
mubawab.ma:native:8321142,g4946,0
mubawab.ma:native:8376516,g4947,4
mubawab.ma:content:a61d94db41f4bdf2cdc5375e,g4948,0
mubawab.ma:native:8315208,g4949,4
mubawab.ma:content:0236dc2c960e98f9effca517,g4952,2
mubawab.ma:content:95b9c9a25890cb41527ba7c6,g4953,1
mubawab.ma:content:d0bc51cf17bed4dc545a76fb,g4954,3
mubawab.ma:content:18870d5a2049ffa61196f5cd,g4955,0
mubawab.ma:content:b36794ef3dbc28c81c66c538,g4956,4
mubawab.ma:native:8260788,g4957,3
mubawab.ma:content:a9f12a9297b522721a526f16,g4958,2
mubawab.ma:content:df799be3c60ff353909b200a,g4960,1
mubawab.ma:content:6823d9adef308194b1cc9eba,g4961,0
mubawab.ma:content:cd8983bf7ab926ea601be279,g4962,0
mubawab.ma:content:0d2e638138a05f4255aeb3a6,g4963,4
mubawab.ma:content:cfef19547b8923333c6a0757,g4964,3
mubawab.ma:content:ecce3a787b48032f289f230a,g4966,2
mubawab.ma:content:34ef251c40c07ea1bfdebb3c,g4967,4
mubawab.ma:content:da6e9109b030f026afdd1a68,g4969,1
mubawab.ma:content:d532d03a0f9b7f4e328cdd6d,g4970,0
mubawab.ma:content:1e4c39475d8ac94479c5c318,g3934,0
mubawab.ma:native:8108811,g4976,3
mubawab.ma:content:52804bee9611bd4b43161d00,g3754,2
mubawab.ma:native:8261824,g477,0
mubawab.ma:content:c3051b8da91b51e72a2a168c,g4101,0
mubawab.ma:native:8219002,g2070,1
mubawab.ma:native:8393562,g4986,4
mubawab.ma:content:3657425fad3d0a604584c372,g2305,1
mubawab.ma:native:8351314,g4989,3
mubawab.ma:content:5eaa02fe5f2df4b678bcdb77,g4990,2
mubawab.ma:native:8381449,g4729,4
mubawab.ma:content:7aeac1a8bf5204e88406aa08,g4993,1
mubawab.ma:content:35087e1600aae592a60f8e43,g4994,0
mubawab.ma:content:7debc628104957d7314b6bef,g4996,4
mubawab.ma:native:8369019,g4997,2
mubawab.ma:content:f094e52443d3d5d10e32892a,g4998,1
mubawab.ma:content:804fb8257c91a995a32b03a0,g4999,3
mubawab.ma:content:0c8d6aab56d954264dae1a31,g5001,1
mubawab.ma:url:cb02b22f20b20df4f4581cee,g1093,1
mubawab.ma:content:f13ca14240f9c79e3ff2421e,g781,1
mubawab.ma:content:3a888e96c9229bd091a89ee5,g4525,0
mubawab.ma:content:9781526ef08587c7f46038f4,g5008,1
mubawab.ma:content:500d52ad7239312fe2dfb715,g5011,0
mubawab.ma:content:0872c5fb3e02e7f0308c0566,g5012,4
mubawab.ma:content:f3b5ed222aabead6edc0ad79,g5014,0
mubawab.ma:content:c471418854dc11c5766670ba,g5015,3
mubawab.ma:content:1de3acf6726a7a549e2a8b2c,g5016,4
mubawab.ma:native:8332898,g5017,2
mubawab.ma:content:e71dab70c8c0945c0ca5ac04,g312,2
mubawab.ma:content:42514ea6e0b0f1b04e975138,g5024,1
mubawab.ma:content:1623233ddded7603333e82e0,g2825,2
mubawab.ma:content:9b1b364d457a2da96411fc6e,g5028,0
mubawab.ma:content:82a60e5ef9b9a02e7c607b95,g4091,1
mubawab.ma:content:7ec2fd85a506efac8655e066,g983,4
mubawab.ma:content:81cdcec79b98d5db04175227,g5032,3
mubawab.ma:content:86fcdefe71a7386bdb838817,g2687,2
mubawab.ma:native:8316974,g3165,0
mubawab.ma:content:465e8db50288e805329e0901,g5037,2
mubawab.ma:content:44eb332e29312afde2afd922,g5038,1
mubawab.ma:content:af5f034335d0fa4c4f3e4321,g5039,0
mubawab.ma:content:2f164ae5553f929ae625d4a7,g5040,4
mubawab.ma:content:2580ebfaa2806480852a3e79,g5043,3
mubawab.ma:content:e7abcd34d7814d4040bae81c,g5044,2
mubawab.ma:content:7c3a0c9debcad1941896b0e7,g4419,3
mubawab.ma:content:751c54497400a0b3f89139b5,g5046,1
mubawab.ma:content:4f06099eb78ad58f6da276c9,g5047,0
mubawab.ma:content:4ebe34e87502605dcdd3abc4,g5048,4
mubawab.ma:content:74270d58f5cbb6a41bc2d054,g5050,2
mubawab.ma:native:8149987,g5051,2
mubawab.ma:native:8338369,g1624,3
mubawab.ma:native:8285182,g5054,1
mubawab.ma:native:8376088,g5055,0
mubawab.ma:native:8055434,g5056,1
mubawab.ma:native:7856924,g5057,0
mubawab.ma:content:38b884ea2d6a2e85e65fe140,g5059,4
mubawab.ma:content:ebab0e89025935b787f42f28,g5060,3
mubawab.ma:content:266dc89d788104f6e7b7e7f4,g5061,2
mubawab.ma:native:8339791,g3758,1
mubawab.ma:content:9483616d39af1610b323087e,g5066,4
mubawab.ma:native:8325445,g4627,3
mubawab.ma:native:8343932,g5068,3
mubawab.ma:content:ef845253e80b4a254e71f5ba,g5070,1
mubawab.ma:native:8261833,g1432,0
mubawab.ma:content:0263907b5118d30bad293aa0,g5073,1
mubawab.ma:content:fa43d8ffddab1255294d0ec1,g5074,0
mubawab.ma:content:89787ad9f89dd8a906202207,g5075,4
mubawab.ma:content:65745b6ffaf6d0d3cf1f5e6d,g81,2
mubawab.ma:content:caa5fdc321838d3157786656,g5078,0
mubawab.ma:native:8363605,g4070,0
mubawab.ma:content:7b6298f975f4385b87921500,g5082,3
mubawab.ma:content:0f86962d877f65c4d8a43384,g5083,2
mubawab.ma:content:916fc007c6bb94c1997e3012,g5085,3
mubawab.ma:content:cfd4fcf6b887a67ac4078367,g5086,1
mubawab.ma:content:a6516cc3c346af999221d3a8,g5087,0
mubawab.ma:content:fcf2a5419d66c7f19e44a9bb,g5088,4
mubawab.ma:content:218974f20301af21ada6cb16,g5090,3
mubawab.ma:content:4f66a853dcc26533729dfa0b,g3545,2
mubawab.ma:content:0aed0a562fa49f964b5ffec2,g1159,1
mubawab.ma:content:7a61549089a853ad90f6479f,g5095,2
mubawab.ma:content:b27f52b5f81cf8f96a069d2c,g5096,1
mubawab.ma:native:8028609,g5098,0
mubawab.ma:content:8d74f0b365b52bbc6f6c1da0,g5099,4
mubawab.ma:content:ffd5903bb5c967153346a19a,g5100,3
mubawab.ma:content:19320f0cfcac7bfd271e7922,g4474,1
mubawab.ma:content:9c67b36899940ec264f02e7e,g5102,2
mubawab.ma:content:62308fe912b41a83ad45a9f3,g2746,2
mubawab.ma:content:39f185e5f4484f0e97e37f4c,g5104,3
mubawab.ma:content:40934074b917446ea4fec3dd,g5105,1
mubawab.ma:content:4b7738374d89b3cad7504546,g5106,0
mubawab.ma:content:a5722b9927b21200653ea61b,g5109,4
mubawab.ma:content:64bc194ad48fe071d4432da2,g4906,4
mubawab.ma:content:5303d08a7e0a9e8bcd9ed9e7,g5112,2
mubawab.ma:content:07c944106aa2350beae7a0fa,g2458,4
mubawab.ma:content:d7f2a2dcc27d38aa1e4b7fb2,g5115,2
mubawab.ma:content:a5eef729e1600647e6a12b5c,g5117,1
mubawab.ma:content:c8b19aee8a07da23d3a0d868,g5118,1
mubawab.ma:content:1da550b46d4dabaac379c5d4,g5121,0
mubawab.ma:content:6440ef44e74b923916d36625,g5124,4
mubawab.ma:native:8209784,g5125,0
mubawab.ma:content:a5c78ef9d00f31ba268404eb,g5126,4
mubawab.ma:native:8313359,g5128,3
mubawab.ma:content:79e61d3725a6caea5f41083a,g5131,2
mubawab.ma:content:1c6bb431159c7144a49fe00e,g1247,2
mubawab.ma:content:3a3955044762cc6cd5808e23,g1291,1
mubawab.ma:content:40cfa0f306074ed9f9367829,g5136,1
mubawab.ma:content:89d0bbd965bee9c0c5b6ac0c,g5139,0
mubawab.ma:native:8378308,g5140,4
mubawab.ma:content:8d3895cd64631d70aad6aeb4,g5142,3
mubawab.ma:content:4a6a40a02d14ef0939cbc3d3,g5146,2
mubawab.ma:content:e902be22a3128f66cfdec027,g5147,1
mubawab.ma:content:b6e74ed9d47d53a1138f3daf,g5148,0
mubawab.ma:content:51799001d6f8a3bd0ce58a56,g5149,4
mubawab.ma:native:8365664,g1712,3
mubawab.ma:native:8251692,g2407,2
mubawab.ma:native:8234985,g5156,3
mubawab.ma:native:8261960,g5157,2
mubawab.ma:native:8323704,g5158,3
mubawab.ma:content:9dd6e40aceab238e131214c8,g5159,1
mubawab.ma:content:e735641ea6d1d7df631eadd4,g1886,2
mubawab.ma:native:8240761,g3750,4
mubawab.ma:content:27b46bbd1e9208dc641d5473,g5165,0
mubawab.ma:content:c003968a0ed4d2da3c8295fd,g5167,2
mubawab.ma:url:ea29ea6c74fa66fc71c864cc,g3448,2
mubawab.ma:content:2377fed0bd6223ed0e217cdc,g5173,1
mubawab.ma:content:df8f31d300d6e4c042eb67bd,g5174,0
mubawab.ma:native:8289439,g5175,4
mubawab.ma:content:5f805e6dcb813931c3d9e4ff,g5176,3
mubawab.ma:content:0a750b8df3625e86e4d0a1fa,g5177,2
mubawab.ma:content:66879949686fad7af2da276e,g5179,1
mubawab.ma:content:0529c3dce951b703b68ef313,g1804,3
mubawab.ma:content:88af545156d3647ae8823cc3,g5181,4
mubawab.ma:content:67c612e427d73a5768cadcc0,g5184,3
mubawab.ma:content:c127f312e932a95efe47c8ad,g5185,4
mubawab.ma:native:8190278,g5186,3
mubawab.ma:native:8009858,g414,1
mubawab.ma:content:65cffea3b1c0b908a5fd0281,g5188,2
mubawab.ma:content:543f548a396cd7f1ac47b8a4,g5189,1
mubawab.ma:content:641fd74f7877397c0dca5524,g2235,1
mubawab.ma:native:8190573,g317,0
mubawab.ma:content:c481448948dad93f91cd7bb5,g1355,2
mubawab.ma:content:a8c908db0f804d4a2de666a1,g5195,0
mubawab.ma:content:478bb9a5c5267b39405fd088,g5199,2
mubawab.ma:content:86ddc8c87b901cd1a1f8a39d,g5202,1
mubawab.ma:content:6a12833f616d48011befb93c,g5203,0
mubawab.ma:native:8342389,g87,2
mubawab.ma:content:73ed67738d37e7cb6160e6fb,g5205,3
mubawab.ma:content:c4297097b0e45583afa85d70,g5208,2
mubawab.ma:native:8260306,g3258,2
mubawab.ma:native:8398991,g5212,1
mubawab.ma:content:5ba89725c9eee25ba5e3afa5,g5214,0
mubawab.ma:content:381b2c4a5942155179adc082,g5215,4
mubawab.ma:content:ee960af9cee5dce6207edd24,g5217,3
mubawab.ma:content:208b4c9c36fc928dd755b8fb,g761,1
mubawab.ma:native:8260210,g465,1
mubawab.ma:native:8385528,g5226,1
mubawab.ma:content:8a7f7b22cc8c0e147a31b11e,g698,0
mubawab.ma:content:455997c96b3fe5790c76b0c7,g5228,0
mubawab.ma:content:374ce06c2f4d68cdebfa1210,g2957,2
mubawab.ma:native:8389373,g1397,1
mubawab.ma:content:3ca90b75fabef487edbad511,g5232,2
mubawab.ma:content:f188262202994f085ba5e0ab,g2491,1
mubawab.ma:content:4d205e878cd6cf154aec4039,g5235,4
mubawab.ma:content:387e0eecc8e9767bb612426f,g5236,4
mubawab.ma:content:195c4d228090221a0e2ac9c3,g2907,3
mubawab.ma:content:6f716b8c506beddd734ef746,g5239,4
mubawab.ma:native:8368590,g5240,3
mubawab.ma:content:a18321be38f7143f4e923a32,g5242,2
mubawab.ma:native:8131155,g3378,0
mubawab.ma:content:f0d3b683340c8898e737fe91,g5244,1
mubawab.ma:native:8301857,g5245,0
mubawab.ma:content:ad5638f1fb133e594ababbde,g5247,4
mubawab.ma:native:8221186,g5248,3
mubawab.ma:content:1383f3f0a9e12dcb8550eeb4,g5250,3
mubawab.ma:content:36dda94087d68eacf2a3ad7f,g2451,0
mubawab.ma:content:060dc1a57bad16040ecb46a0,g5253,2
mubawab.ma:content:561b735e5d1446b9bbc907ba,g5254,1
mubawab.ma:content:b9d8fe2759ce891bb16cc46d,g5255,1
mubawab.ma:content:a9bf4e180fad2a36064347d8,g4662,3
mubawab.ma:native:8355387,g5258,0
mubawab.ma:url:f75cd0dd606b776d9222d4d2,g473,3
mubawab.ma:url:efd2c0151eaaae71d253236b,g643,0
mubawab.ma:content:fd7a7100337cb3aa65a370c7,g4380,2
mubawab.ma:native:8356389,g5265,4
mubawab.ma:content:da1658906c91b2120a1ab279,g5268,3
mubawab.ma:content:327e42fee3c19edd725d5c1f,g5270,2
mubawab.ma:content:c0baacdc743064d09ca1bc98,g5274,1
mubawab.ma:content:7c0dfe7808f71eb28ddc5030,g5275,0
mubawab.ma:content:97d94bd2cb34725b2dfacd61,g5277,4
mubawab.ma:native:8316941,g5278,1
mubawab.ma:native:8393014,g5281,3
mubawab.ma:content:1d393227964221a67e2b3c73,g5284,2
mubawab.ma:content:e2024263a4dcc7858263e413,g5286,1
mubawab.ma:content:fd99d25f028fc8726cc26e0b,g5287,0
mubawab.ma:content:10e291f0e55338eac857013d,g5288,0
mubawab.ma:content:111bd2879cd008c9f9d24b5e,g5290,3
mubawab.ma:content:31fe3daf6584a698f09e339e,g4317,1
mubawab.ma:content:8b99e2fe5866dcde2c51dc23,g5292,2
mubawab.ma:content:507750809d562c577920975f,g77,3
mubawab.ma:content:ad99f9f4dbddfc0bcc145e4b,g5294,1
mubawab.ma:content:aa7af8fd81a05ddec6a786ad,g5297,0
mubawab.ma:content:2d6b559f12799f9b020edf3e,g5298,4
mubawab.ma:content:b3ec9895e46f719186bd9ac7,g5300,2
mubawab.ma:content:61fc7bd18c292fff0508f85a,g5301,1
mubawab.ma:native:8082971,g5302,3
mubawab.ma:content:0f9fd94175ac9db4522b51d8,g5303,0
mubawab.ma:content:c4245df6e36e5c1bd7f8a8b6,g5305,4
mubawab.ma:native:8360871,g5310,2
mubawab.ma:content:10c5a08941e7bbc5b139d0f2,g5311,3
mubawab.ma:content:8cae022da65fe378d6b80b27,g5312,2
mubawab.ma:content:bc544ee6bb46b95bc22760eb,g2741,3
mubawab.ma:content:efcf1ed1eddcf2133b49805e,g326,0
mubawab.ma:native:8364583,g1905,3
mubawab.ma:content:02dd20f20a715e0e30c9b570,g5321,1
mubawab.ma:content:76ab7f1a0220db81ed525e69,g3945,4
mubawab.ma:content:5705d433a27ce80255d89e06,g5326,0
mubawab.ma:content:5ef1def4142d33b38e4f95d2,g5327,4
mubawab.ma:content:a76a834e81cde16f1b0b79f0,g5328,3
mubawab.ma:native:8009536,g1854,0
mubawab.ma:content:3da02b9b46d4073dab09157f,g5333,1
mubawab.ma:url:4d97677e7c1e275234d94df1,g3625,0
mubawab.ma:content:19b59129168646714c701abb,g5335,1
mubawab.ma:native:8332395,g4032,4
mubawab.ma:content:4b1fd363b8a8da2e23482733,g5337,0
mubawab.ma:content:64bf99ae261400c5873d7884,g5338,0
mubawab.ma:content:8302014e562cc602b3e761e1,g5339,4
mubawab.ma:content:3853344e9d6fc8bc4c87041b,g5340,3
mubawab.ma:native:8396513,g5341,2
mubawab.ma:content:c534aacef7a58795f6b56620,g5343,1
mubawab.ma:content:accb8615803ac8c553c61b45,g5345,0
mubawab.ma:content:2f9372eb78b1a2f6e58dad14,g5347,4
mubawab.ma:native:8363491,g5348,3
mubawab.ma:content:252193ebe30e0af295e10c3c,g4039,3
mubawab.ma:content:b6f7bd8eb13b0df37e6b024d,g5355,4
mubawab.ma:content:629fa239203c60ca3f624b79,g5356,3
mubawab.ma:content:baf78e476b638cfd90892bde,g5357,3
mubawab.ma:content:b3cd58ca10339187e81fd440,g5360,0
mubawab.ma:content:fe0e9071c446015f17353409,g5361,1
mubawab.ma:content:f0923fdcac3c3e0a814c24ea,g599,3
mubawab.ma:content:0561dda54785205527ce4e3c,g5363,2
mubawab.ma:content:5523507bb756c4700ce3c751,g4438,4
mubawab.ma:content:9e0250fe475eeb7660d01c2b,g5365,0
mubawab.ma:content:3ecc1f25c3dfce3dfd6abcdf,g639,0
mubawab.ma:content:7e5dd4dd96ad2cbcc100b48a,g5367,4
mubawab.ma:content:119495d272b48f234c29ee1d,g2825,2
mubawab.ma:content:43d2a51d87f3a99be86d169f,g5372,3
mubawab.ma:content:6e726e8b3993c66455b5cd1e,g5373,0
mubawab.ma:content:4216ec756c9253f0d142928c,g5375,4
mubawab.ma:content:bed819b519a5d34eb781e17e,g1599,1
mubawab.ma:native:8234094,g4839,4
mubawab.ma:native:8299384,g4624,4
mubawab.ma:content:4776b963de91622b24982630,g5380,1
mubawab.ma:native:8397310,g5382,0
mubawab.ma:content:1fb7d8658ee4e4fd49b9bedf,g5383,4
mubawab.ma:content:2821032f0654a6e9ebf60582,g5384,3
mubawab.ma:content:0c3ae2b81984bdaba8e6fa19,g5387,2
mubawab.ma:content:6ed9253f880635e99806481a,g5388,3
mubawab.ma:content:02387ef38b5d9a9ad4209f5c,g4523,4
mubawab.ma:native:8101011,g5391,1
mubawab.ma:content:af9fab48b012963d58a79c3d,g5393,0
mubawab.ma:native:8378256,g5395,4
mubawab.ma:content:4c03089b94dfc12817ac81f5,g5397,3
mubawab.ma:content:10ff97821526689878721b9e,g5333,1
mubawab.ma:native:8372467,g1191,2
mubawab.ma:content:2f80a496980f7f60120d21e6,g146,1
mubawab.ma:content:356cb994b29dcfce070f68ea,g883,4
mubawab.ma:native:8299256,g5409,0
mubawab.ma:native:8261316,g2616,3
mubawab.ma:content:94c4b04396ae1346e69456d5,g76,0
mubawab.ma:content:28397335f0587fa1c30b0749,g5412,4
mubawab.ma:native:8373516,g222,0
mubawab.ma:content:5b67276d43bb843825e808b2,g5417,3
mubawab.ma:content:a06bb506770c408aecaaa9a1,g5419,2
mubawab.ma:content:f40f5909404cca4e6ac004bb,g5420,1
mubawab.ma:native:8224238,g5422,2
mubawab.ma:content:20f9a98140b6ed40e530de0e,g2224,0
mubawab.ma:content:d7defb80563bafdf5b774e8c,g5425,0
mubawab.ma:content:ed8dd05bcb8e755e6f933237,g5427,4
mubawab.ma:content:d9b0bf7306f2e4d4fa7382ce,g5429,3
mubawab.ma:content:ad6974bf97c5c7eeadd13330,g5431,1
mubawab.ma:url:85766ad74fd0833f5e8ac04f,g1976,4
mubawab.ma:content:6ea7c8c79559741b1fac72dd,g465,1
mubawab.ma:content:5f678088ab15c570b0931fa8,g1416,0
mubawab.ma:content:e42d94a4f3752934e83e8339,g290,0
mubawab.ma:content:cd2b73c56bf10a3e691abda7,g5443,0
mubawab.ma:content:2b4e464cfd3335f39c72d205,g2256,0
mubawab.ma:native:8312269,g5451,1
mubawab.ma:content:fe92e98fd9502824ecbb27b2,g5452,3
mubawab.ma:native:8238827,g5455,2
mubawab.ma:content:e1c130ae72cc9d2b9bc21114,g490,0
mubawab.ma:content:c29eb8422eea315be8a2c031,g5460,1
mubawab.ma:native:8407076,g5461,3
mubawab.ma:content:fa21aa4b964a2a4f51881744,g5462,0
mubawab.ma:native:8397197,g5464,4
mubawab.ma:content:1dfcd9b254a9dbb35ff76915,g4946,0
mubawab.ma:content:ddfa018aac34f196ccc15f85,g481,4
mubawab.ma:content:7855a48a7fd3b2dd9839bf0d,g3470,4
mubawab.ma:content:4af1681902b31bdcdee89dc1,g5470,2
mubawab.ma:content:60622ee0730b2709d329298e,g5471,1
mubawab.ma:content:c79ed31179434c3ed976726e,g2315,2
mubawab.ma:content:a7fdc5aa9dcc97570d829288,g3584,1
mubawab.ma:content:d1e8a165475624052c72b00f,g5474,0
mubawab.ma:content:30781d242281c68dbc2e8548,g5477,4
mubawab.ma:content:1adde3ebd31c02400d2c49e3,g5478,3
mubawab.ma:content:b71d7ee151f033377eb573bd,g5479,2
mubawab.ma:content:300482a6db595a2851258b72,g5480,2
mubawab.ma:content:b99426b2c8d2d73a7f5d32ee,g5481,1
mubawab.ma:content:a8addc3d2828f2971773d3b1,g5483,0
mubawab.ma:content:704c198ee0c1890657510578,g5484,4
mubawab.ma:native:8393480,g5485,3
mubawab.ma:content:0f71bcafdecc90e4b7544568,g84,4
mubawab.ma:content:f3078e5d47109246dbf29c5a,g5488,2
mubawab.ma:content:66d0b684de0ef18c6ef2946c,g2710,2
mubawab.ma:content:df37e963c32fbf1c05532900,g5491,0
mubawab.ma:content:26e81ba564361957cd81cd49,g2825,2
mubawab.ma:content:3dc3fff17e9e59b7dc51522e,g5496,1
mubawab.ma:content:7e435a584f52921213dafd50,g5498,0
mubawab.ma:content:21c5929dba26f1b9799ffa18,g371,2
mubawab.ma:content:a2a558a96c08354b3bfbe6b0,g5504,4
mubawab.ma:content:58ff2ecb03df5f664299199d,g5505,3
mubawab.ma:content:1ea74e3992c39e07eb38f921,g5506,4
mubawab.ma:content:7f290669207105e66c02bb56,g5507,3
mubawab.ma:content:826d0aaf88bf732530be423a,g5508,2
mubawab.ma:native:8299383,g1897,0
mubawab.ma:native:8379037,g5510,1
mubawab.ma:content:813f0a8f7cde38d2985a03c9,g5512,1
mubawab.ma:native:8081390,g3910,3
mubawab.ma:native:8363530,g5518,0
mubawab.ma:native:8371982,g5521,4
mubawab.ma:native:8399557,g5522,4
mubawab.ma:native:8387578,g4725,0
mubawab.ma:content:649a5633566ac111b0556280,g5526,3
mubawab.ma:content:682115c4efc0df8f8ad707e5,g5528,2
mubawab.ma:content:3637d69645b8b0bd748fa47b,g1486,2
mubawab.ma:content:576bee4d3e5899c3b7fbc17a,g5532,1
mubawab.ma:content:554d23f13241029dac015712,g558,2
mubawab.ma:content:b4e991b0c6dbacbb4244a616,g3274,0
mubawab.ma:native:8307370,g5538,3
mubawab.ma:content:fedefd911a9eaab8ff20c59d,g3471,2
mubawab.ma:native:8392855,g5540,4
mubawab.ma:url:f8f3ca182b2cabf746677989,g2279,1
mubawab.ma:content:d5a3157463ab21e64303a1f0,g581,4
mubawab.ma:content:9cd510d5309d190a01fa3ded,g5544,3
mubawab.ma:content:cc582e0536863463d9e0deaf,g5545,2
mubawab.ma:native:8012862,g5547,2
mubawab.ma:content:673ad07d55169e41c888bd0f,g5548,1
mubawab.ma:native:7751079,g5550,0
mubawab.ma:content:78e1823c098c9a1bdc8bebdf,g5552,4
mubawab.ma:native:8379707,g3936,1
mubawab.ma:content:a656e6de6312bca6a6c87f52,g5554,1
mubawab.ma:native:8285249,g5556,3
mubawab.ma:content:98e89f23b531fa23da7108a0,g5557,2
mubawab.ma:content:41748210b0e7dcfb7610131b,g4796,2
mubawab.ma:native:8070968,g5560,0
mubawab.ma:native:8287043,g5563,1
mubawab.ma:content:d6a826345f4d0116a12b41c5,g5156,3
mubawab.ma:content:91c0eeddd2bf9409d2cd06c4,g5565,0
mubawab.ma:content:feb5f899813b00d11f445e40,g5567,4
mubawab.ma:native:8349579,g5568,4
mubawab.ma:content:9f86351ebc4dd592ed01f37c,g5569,3
mubawab.ma:content:8e15304a7fcec04c5f105a78,g5570,2
mubawab.ma:content:55c0aa7c9498e9cdfae79d13,g5571,1
mubawab.ma:content:903fb11d41093af2b0a9ab7b,g5576,0
mubawab.ma:content:4bbab51f854212fb74ff4e90,g4089,0
mubawab.ma:native:8244548,g5580,1
mubawab.ma:content:8e01947739859fccdf9bc93f,g5581,4
mubawab.ma:content:f6c06180d5156382991bc3fd,g5585,3
mubawab.ma:content:0e6a569b86daf5328332e58d,g5587,2
mubawab.ma:content:5e88f7e3726ebc22ee374248,g678,3
mubawab.ma:content:187ee7c48cbbbf25484d6867,g5589,1
mubawab.ma:native:8405899,g964,1
mubawab.ma:content:0f4680b8372bf57e7fd791bb,g4328,0
mubawab.ma:content:677b937f8a2a8137f217fcc4,g3593,4
mubawab.ma:content:49cdf06da08ce1827fc93925,g5595,0
mubawab.ma:content:13f34cb861d903c4720f820e,g4925,2
mubawab.ma:url:36d63afbce1ad6328fc5f263,g5597,0
mubawab.ma:content:5a0b66b2d658a71260ead074,g5603,3
mubawab.ma:native:8310656,g5604,2
mubawab.ma:content:959670c0b3b40273dbad068f,g5607,1
mubawab.ma:content:b4549cefc0b9585c023a0806,g5608,0
